cartodb_id,the_geom,city,state,shape_1,duration,summary,posted,month,country,date_time,cartodb_georef_status
4496,0101000020E6100000CBD6FA22A1C353C06ABC7493188C4540,Niagara Falls,NY,Cigar,~90 seconds,"Approximately 22:00 on May 24th, 2015, I stood in my back doorway as I waited for my two small dogs to finish taking care of business.",2015-11-19,May,USA,2015-05-24,true
4406,0101000020E610000098FA7953918C5EC09DD7D825AADF4340,Orland,CA,Light,5 seconds,"Bright light fades out. ((NUFORC Note: Possible ""flare up"" of an Iridium satellite?? PD))",2015-06-05,May,USA,2015-05-30,true
4726,0101000020E6100000971C774A07A557C00D37E0F3C38C4340,Kansas City,MO,Unknown,10 minutes,"Bright white light appearing to move, with several blinking lights next to it.",2015-05-08,May,USA,2015-05-06,true
4061,0101000020E6100000B5C35F93351855C004560E2DB29D4340,Blue Ash,OH,Unknown,10 seconds,"Two abnormal red lights, one pulsing, extremely loud.",2015-07-03,June,USA,2015-06-23,true
4912,0101000020E6100000E7525C55F6DB5BC0B30C71AC8BAF4040,Gold Canyon,AZ,Light,4 minutes,A solid white light traveling slowly in a southerly direction was verified through 7X50 Fujinon binoculars. The object did not show run,2015-04-23,April,USA,2015-04-22,true
4957,0101000020E610000006F52D73BA6853C0E4310395F1674340,Haymarket,VA,Changing,5 hours,Bright light in the sky continually changing shape with red and blue alternating flashes. ((NUFORC Note: Star or planet? PD)),2015-04-23,April,USA,2015-04-18,true
4527,0101000020E6100000A779C7293A2453C0DE59BBED42774540,Auburn,NY,Light,30 seconds,Round light traveling between two airplanes.,2015-05-29,May,USA,2015-05-23,true
4895,0101000020E6100000D3139678405F55C02A52616C21944440,Columbia City,IN,Disk,20 minutes,Flying saucer with blinking lights that zigzagged.,2015-04-23,April,USA,2015-04-23,true
4008,0101000020E6100000FFE7305F5EFC54C0419AB1683A074340,Mount Sterling,KY,Teardrop,20-25 seconds,Me and my wife were outside at 2:00pm and saw 2 ships. Lager ship was about 2 miles long,2015-07-03,June,USA,2015-06-29,true
4732,0101000020E61000006A4DF38E53825EC050E449D235AF4240,Sunnyvale,CA,Circle,1 hour,Round circle of light–sphere--Changing color from blue to white and red Hovering over town in a fixed location Did not move for 1 hour,2015-05-08,May,USA,2015-05-06,true
3961,0101000020E6100000DD41EC4CA10F54C0DB166536C80C4240,Winston-Salem,NC,Circle,10 minutes +,"2 white lights, one larger than the other. Hovering, not moving, very bright and low in alt.. ((NUFORC Note: Venus & Jupiter? PD))",2015-07-03,July,USA,2015-07-02,true
4254,0101000020E6100000680586AC6E8F51C0BA66F2CD36D34440,West Yarmouth,MA,Unknown,2 hours,I was abducted from my bed. Since then harassed or maybe just my eyes are open now but im still putting the piece's together.,2015-06-15,June,USA,2015-06-11,true
4393,0101000020E6100000C3D84290831C5CC09D8026C2866F4540,Pocatello,ID,Sphere,2 minutes,I was sitting outside and noticed a bright orange or red light coming over Scout Mountain it moved from south to northwest in a straigh,2015-06-05,June,USA,2015-06-01,true
4304,0101000020E6100000965B5A0D895B53C03FC6DCB584604140,Jacksonville,NC,Other,1 second,I was sitting on my porch and I took a picture of some flowers. When I looked at the picture and zoomed in I noticed a small saucer.,2015-06-15,June,USA,2015-06-07,true
4675,0101000020E61000000CB08F4E5D8D57C024287E8CB92F4240,Bentonville,AR,Flash,30,Flashy white objects met and spread from a common point. Again they met at same point and spread wider.,2015-05-13,May,USA,2015-05-09,true
4852,0101000020E610000032ACE28DCCC754C062670A9DD7AC4440,Fremont,OH,Changing,5 minutes,Ameoba-like UFO.,2015-04-30,April,USA,2015-04-26,true
4204,0101000020E6100000126BF129003C58C077D66EBBD0944040,Little Elm,TX,Light,20 minutes,"""Star"" visible in broad daylight.",2015-06-19,June,USA,2015-06-14,true
4662,0101000020E61000007AA52C431C6D52C0E2E47E87A25C4440,Floral Park,NY,Light,Two minutes,We saw two bright orange circles hovering low in the sky. When I pointed at them and notified others to look they began to move north.,2015-05-13,May,USA,2015-05-10,true
4330,0101000020E6100000A1B94E232D0954C048F949B54F1F3A40,Fort Lauderdale,FL,Circle,15 minutes,"Two black objects very high in the sky totally overcasts, several commercial planes flew between the two objects going east.",2015-06-15,June,USA,2015-06-06,true
4746,0101000020E610000051DA1B7C619C54C04E7ADFF8DA7B4140,Travelers Rest,SC,Circle,20 minutes,"Orange orb seen May 5, 2015, in from upstate SC looking west over hills, moving S to N.",2015-07-23,May,USA,2015-05-05,true
4217,0101000020E61000007E5704FF5BA15EC0CE3637A627D04740,Bainbridge Island,WA,Circle,2 minutes,"Pulsing light flashes in front of the ISS, caught on a high-resolution photo.",2015-06-19,June,USA,2015-06-13,true
4196,0101000020E61000001327F73B14CF51C0B1A206D330304540,Waltham,MA,Light,40 seconds,Bright white orb moving silently across the sky.,2015-06-15,June,USA,2015-06-14,true
4859,0101000020E6100000F7065F984C1F57C0475A2A6F474C4140,Bryant,AR,Light,45 minutes,They were creating a show.,2015-04-30,April,USA,2015-04-26,true
4131,0101000020E61000005704FF5BC90456C03BC269C18BE64440,Lisle,IL,Fireball,21:31:00,"2 red-orange balls of light in sky in Lisle, IL.",2015-06-24,June,USA,2015-06-19,true
4696,0101000020E6100000B9DFA128D07953C075ABE7A4F7E94340,Mercersburg,PA,Sphere,45 minutes,"Mysterious orange lights over Mercersburg, PA.",2015-05-13,May,USA,2015-05-08,true
4894,0101000020E61000009E98F562287155C095F1EF332E804540,Walker,MI,Light,2 seconds,Shooting star changes course and vanishes from view.,2015-04-30,April,USA,2015-04-23,true
4730,0101000020E6100000E561A1D634B354C073D712F241F73B40,Clearwater,FL,Circle,3 minutes,8-10 bright orange round objects moving over Clearwater.,2015-05-08,May,USA,2015-05-06,true
4143,0101000020E6100000E561A1D634B354C073D712F241F73B40,Clearwater,FL,Oval,3 minutes,Flying disk like object became obscured by strange dark haze moving with it.,2015-06-19,June,USA,2015-06-19,true
4511,0101000020E6100000C30DF8FC300256C0D95F764F1E0E4540,Palatine,IL,Light,15+ minutes,Red/orange lights or flames in the late evening sky--moving northwest.,2015-05-29,May,USA,2015-05-23,true
3962,0101000020E6100000C30DF8FC300256C0D95F764F1E0E4540,Palatine,IL,Other,2 minutes,"A grayish square shaped structure floating through the sky in Palatine, Illinois.",2015-07-03,July,USA,2015-07-02,true
4892,0101000020E6100000D36A48DC63CD51C0D0B87020242B4540,Newton,MA,Disk,20 minutes,"Round object that was brightly lit, moved slowly, 2-4 objects, fairly large.",2015-04-30,April,USA,2015-04-23,true
4106,0101000020E61000005C5A0D897BCA52C0F67F0EF3E5F94340,Philadelphia,PA,Disk,15 minutes,Red and green lights over Philadelphia.,2015-06-24,June,USA,2015-06-21,true
4047,0101000020E61000005C5A0D897BCA52C0F67F0EF3E5F94340,Philadelphia,PA,Oval,45 seconds,((Blimp?)) At first I thought it was a blimp but when I looked closer I saw that it was flat on the bottom. Blimps aren't flat.,2015-07-03,June,USA,2015-06-25,true
4867,0101000020E61000003B014D840DB357C04CA60A46254D3D40,Galveston,TX,Oval,20 minutes,Large Hot Pink/Red very low and slow orbs over West end of West Bay. 7 seen in total,2015-04-30,April,USA,2015-04-25,true
4812,0101000020E6100000CBA145B6F32B56C01F2E39EE94FE4440,Sycamore,IL,Unknown,10 minutes,We saw seven dull orange near ball-like lights traveling accrost the sky.,2015-05-08,April,USA,2015-04-30,true
4839,0101000020E61000001D554D1075A354C0FE43FAEDEBCC4140,Asheville,NC,Chevron,>1 hour,Moved around at frist in the sky slowly. Then got closer to the ground.Look like two or three different color lights on it. Saw one big,2015-04-30,April,USA,2015-04-27,true
4308,0101000020E6100000C9AB730CC89254C0221ADD41ECF44040,McCormick,SC,Circle,30-45 seconds,"Bright Light Moving over McCormick, SC.",2015-07-03,June,USA,2015-06-07,true
4118,0101000020E6100000C9AB730CC89254C0221ADD41ECF44040,McCormick,SC,Circle,30-45 seconds,"Another Bright Light Over McCormick, SC.",2015-07-03,June,USA,2015-06-20,true
4005,0101000020E6100000C9AB730CC89254C0221ADD41ECF44040,McCormick,SC,Triangle,30 seconds,"Silent, black triangular shaped craft ascending from water and slowly passing over treeline.",2015-07-03,June,USA,2015-06-29,true
4739,0101000020E6100000E57E87A240955EC00B410E4A98CD4740,Seattle,WA,Unknown,5 minutes,"2 green lights in front, 2 red in rear late night, moved fast, turned on a dime, went back and forth, straight up an down and silent.",2015-05-13,May,USA,2015-05-05,true
4441,0101000020E6100000E57E87A240955EC00B410E4A98CD4740,Seattle,WA,Other,2 minutes,I saw a red light outside my curtain which I thought odd saw I got a closer look and saw a giant red orb glowing a ove queen anne. It c,2015-06-05,May,USA,2015-05-29,true
3954,0101000020E6100000E57E87A240955EC00B410E4A98CD4740,Seattle,WA,Circle,1 second,"Two saucer-shaped objects streak across Seattle sky, captured with camera.",2015-07-06,July,USA,2015-07-02,true
4312,0101000020E610000022718FA50FED54C012DA722EC5E54240,Slade,KY,Flash,2 minutes,Satellite-like object zig zags then disappears.,2015-06-15,June,USA,2015-06-07,true
4241,0101000020E610000096E7C1DD59A756C019E76F42219A4640,Perkinstown,WI,Fireball,4-5 seconds,South of Perkinstown at 2:30am on Sawyer I witnessed big green fireball,2015-06-15,June,USA,2015-06-12,true
4917,0101000020E6100000744694F606F95BC0B6B9313D61614440,Salt Lake City,UT,Changing,10 minutes,Two Black hovering objects with no flashing or lights moving independently and changing shape.,2015-04-23,April,USA,2015-04-21,true
4889,0101000020E6100000744694F606F95BC0B6B9313D61614440,Salt Lake City,UT,Light,19:00:00,Orange Orbs or Binary Pair + Fake Plane over SLC,2015-04-30,April,USA,2015-04-23,true
4388,0101000020E6100000744694F606F95BC0B6B9313D61614440,Salt Lake City,UT,Light,:15,"One flashed white, traveled north. One was steady orange, headed west. ((NUFORC Note: Iridium satellite. PD))",2015-06-05,June,USA,2015-06-01,true
4107,0101000020E6100000744694F606F95BC0B6B9313D61614440,Salt Lake City,UT,Light,35 seconds,Star-like lights switched places and disappeared.,2015-06-24,June,USA,2015-06-21,true
4769,0101000020E6100000C4B12E6EA3ED55C071E6577380C04440,Matteson,IL,Cross,4 hours,"Strange bright objects in sky over Matteson, Il. ((NUFORC Note: We suspect a ""twinkling"" star. PD))",2015-05-08,May,USA,2015-05-02,true
4505,0101000020E6100000FED478E926EF51C072DC291DACCB4540,Bristol,NH,Sphere,40 seconds,"Orange ball of light would move fast, and then slow down and repeat until it faded out.",2015-05-29,May,USA,2015-05-24,true
4045,0101000020E6100000319413ED2A9856C0255D33F966374340,Arnold,MO,Sphere,5,A metallic sphere colored gold was hovering stationary approximately 50 feet above the side of the road. The sphere had three fins runn,2015-07-03,June,USA,2015-06-25,true
4079,0101000020E6100000882EA86F997B54C060EAE74D450E4340,Cameo,WV,Other,5 minutes,I walked out in my back yard and looked up at the stars. There was only 1 cloud in the sky almost strait overhead. I would look back o,2015-07-03,June,USA,2015-06-22,true
4132,0101000020E61000005A2F8672A26F52C0D07EA4880C974540,Wilton,NY,Oval,1 minute,"Saw a red oval shaped object flying slowly across the sky, made no sound. Followed it for about 30 seconds than it disappered.",2015-06-24,June,USA,2015-06-19,true
4659,0101000020E6100000E63FA4DFBE925EC08FAA2688BA974740,Puyallup,WA,Light,1-2 minutes,"3-6 lights seen over Puyallup Washington, then vanished.",2015-06-24,May,USA,2015-05-10,true
4257,0101000020E6100000E63FA4DFBE925EC08FAA2688BA974740,Puyallup,WA,Light,30 seconds,"Bright blue light in the southern sky of Puyallup, WA.",2015-06-15,June,USA,2015-06-10,true
4100,0101000020E6100000E63FA4DFBE925EC08FAA2688BA974740,Puyallup,WA,Unknown,1 second,If just was dark for a few seconds. we did not hear a air liner outside.,2015-07-03,June,USA,2015-06-22,true
4395,0101000020E61000006D3997E2AAE052C03E22A64412AD4140,Avon,NC,Fireball,30 minutes,Yellowish/Orange fireball and 2 red lights 4 witnesses.,2015-06-05,June,USA,2015-06-01,true
4381,0101000020E61000006D3997E2AAE052C03E22A64412AD4140,Avon,NC,Fireball,45 minutes,Orange fireballs create a V-formation over beach at Avon.,2015-06-05,June,USA,2015-06-02,true
4655,0101000020E61000002A5778978B525DC0A06CCA15DE0D4140,San Bernardino,CA,Rectangle,5 minutes,"200 ft x 30 ft UFO ship 5 min. daylight sighting, May 11, 2015 5PM over San Bernardino, California.",2015-05-29,May,USA,2015-05-11,true
4654,0101000020E61000002A5778978B525DC0A06CCA15DE0D4140,San Bernardino,CA,Rectangle,5 minutes,"05/11/2015, 5 p.m., 5-minute sighting of rectangular 180' long/30ft high metallic ship hovering above San Bernardino/Highland CA.",2015-05-22,May,USA,2015-05-11,true
4649,0101000020E61000002A5778978B525DC0A06CCA15DE0D4140,San Bernardino,CA,Oval,5 minutes,"I notice the object out of my back window facing SE as my Wife and I were going to bed. It was a large snow flake shape object, we coul",2015-05-13,May,USA,2015-05-11,true
4938,0101000020E61000002766BD18CABB51C0D3872EA86FD14440,New Bedford,MA,Sphere,10 seconds,I saw a small metalic silver sphere at 3200 feet. (Pilot report),2015-04-23,April,USA,2015-04-19,true
4403,0101000020E6100000CFDA6D179A1B5CC0DB5031CEDF3C4140,Groom Creek,AZ,Disk,Unknown,Unknown disc-shaped object discovered within frame of photograph.,2015-10-02,May,USA,2015-05-31,true
4803,0101000020E61000003A58FFE730A155C04BC8073D9B194240,Mount Juliet,TN,Unknown,30 seconds,Circle of rotating red lights hovering over the trees.,2015-05-13,May,USA,2015-05-01,true
4085,0101000020E61000003A58FFE730A155C04BC8073D9B194240,Mount Juliet,TN,Changing,3 minutes,"Compact semi-transparent cloud-shape moving NNW merges with ""star."" ((NUFORC Note: Out-gassing event of spent rocket. PD))",2015-06-24,June,USA,2015-06-22,true
4274,0101000020E6100000EC51B81E85C75CC0C53D963E74194240,North Las Vegas,NV,Fireball,15 seconds,((HOAX??)) I noticed what seemed to be a shooting star but was moving to slow....was above the earths atmosphere.,2015-06-15,June,USA,2015-06-09,true
4089,0101000020E6100000EC51B81E85C75CC0C53D963E74194240,North Las Vegas,NV,Changing,ongoing,"3 clusters of white lights hovering, one changed shape as if to go in formation, color of lights changing to orange.",2015-06-24,June,USA,2015-06-22,true
4091,0101000020E6100000BCB376DB854852C0E466B8019F974440,Stratford,CT,Teardrop,2 seconds,"In Stratford, facing west. Sky cloudless, no wind. About 30 degrees above horizon a fast skimming yellow fireball that traveled a",2015-06-24,June,USA,2015-06-22,true
4926,0101000020E6100000B9533A58FF995EC050FC1873D7EE4640,Yacolt,WA,Light,30 minutes,Watched what I thought was a airplane. But had No flashing light. Super bright. I saw a airplane coming in a different direction and I,2015-04-23,April,USA,2015-04-19,true
4658,0101000020E6100000B1A206D330B853C08B71FE26147E4540,Tonawanda,NY,Circle,2-4 minutes,"Orange glowing circle traveling from south to north, no flashing lights that resemble aircraft, it began to look as if it slowed and th",2015-05-13,May,USA,2015-05-10,true
4543,0101000020E6100000EACA67791E1E54C09B20EA3E00D13B40,Sebastian,FL,Circle,5 seconds,Looked out of corner of my eye and saw this huge light falling. Never seen anything like it.,2015-05-22,May,USA,2015-05-21,true
4075,0101000020E610000021CD58349D855DC0C47762D68BA94640,La Grande,OR,Light,1-2 minute,"Intense white light moving down the Grande Ronde River canyon near La Grande, Oregon.",2015-06-24,June,USA,2015-06-23,true
4893,0101000020E610000028F224E99A4154C09886E12362764140,Rock Hill,SC,Rectangle,10 minutes,Big white objects falling from the sky.,2015-04-23,April,USA,2015-04-23,true
4415,0101000020E610000028F224E99A4154C09886E12362764140,Rock Hill,SC,Sphere,30 seconds,Silent orange ball.,2015-06-05,May,USA,2015-05-30,true
4410,0101000020E610000028F224E99A4154C09886E12362764140,Rock Hill,SC,Light,1 minutes,Orange-reddish light traveling slowly from South to North near Hwy 901/ I-77 area.,2015-06-05,May,USA,2015-05-30,true
4014,0101000020E610000028F224E99A4154C09886E12362764140,Rock Hill,SC,Other,30 seconds,Space Debris falls out of orbit and burns up. ((NUFORC Note: Confirmed satellite re-entry. PD)),2015-07-03,June,USA,2015-06-29,true
4203,0101000020E61000007E5704FF5BB355C0ED2AA4FCA4C24040,Birmingham,AL,Light,5 minutes,(UFO) over I-20 bright light.,2015-06-15,June,USA,2015-06-14,true
3970,0101000020E6100000969526A5A09956C0CCB4FD2B2BD94640,Phillips,WI,Light,2-3 hours,"Bright light in western sky over Phillips; moves in uneven patterns.",2015-07-03,July,USA,2015-07-01,true
4430,0101000020E61000007E5704FF5B8D5EC0884677103BD74740,Kirkland,WA,Disk,4 seconds,Fluorescent green colored disc shaped object notice in Kirkland (Washington) night sky. ((NUFORC Note: Probable meteor. PD)),2015-06-05,May,USA,2015-05-30,true
4837,0101000020E610000011DF89592FD45BC0DC4603780B384040,Avra Valley,AZ,Unknown,15 minutes,"V-shaped, lighted objects hovering and moving in westerly and easterly directions",2015-04-30,April,USA,2015-04-27,true
4698,0101000020E61000005A643BDF4F4955C04E9CDCEF50DC4040,Bremen,GA,Oval,4 hours,Seeing lighted objects hover in the Southeastern skies for long periods of time. ((NUFORC Note: Possibly celestial bodies?? PD)),2015-05-13,May,USA,2015-05-08,true
4575,0101000020E61000002B1895D4099A56C05726FC523F2F4740,Upson,WI,Chevron,5 seconds,3 red Balls come together then streak near Hurley Wisconsin,2015-06-05,May,USA,2015-05-19,true
4083,0101000020E61000001D386744691156C06B7D91D096234640,Kaukauna,WI,Oval,2 minutes,"White, fuzzy, oval light travels Northwest over Kaukauna, WI. ((NUFORC Note: Out-gassing event of spent rocket shell. PD))",2015-06-24,June,USA,2015-06-22,true
4901,0101000020E61000004A29E8F6921E55C0EDF0D7648DFE4240,Lexington,KY,Light,8 seconds,Single bright light the size of a large star moving faster than jet with no sound.,2015-04-30,April,USA,2015-04-22,true
4356,0101000020E61000004A29E8F6921E55C0EDF0D7648DFE4240,Lexington,KY,Light,10 minutes,Two extremely large red lights on a diagonal blinking simultaneously and moving very slowly for about 10 minutes. No sound.,2015-06-05,June,USA,2015-06-04,true
4744,0101000020E610000077BE9F1A2FB353C0A2D11DC4CE6C4540,West Seneca,NY,Circle,12 minutes,"Brilliant red, circular object moved fast and changed to green color.",2015-06-05,May,USA,2015-05-05,true
4775,0101000020E610000049111956F1D656C0FB912232ACDA4340,Hannibal,MO,Sphere,10 minutes,Orange reddish globes seen by two people,2015-05-08,May,USA,2015-05-02,true
4404,0101000020E61000003ED00A0C593355C01A868F8829154140,Cartersville,GA,Other,2 hours,"Lights ranging from bright white to orange, stationary approximately 30,000+ feet in the sky. Maintains ranging triangular shape with c",2015-06-05,May,USA,2015-05-31,true
4614,0101000020E61000000C3CF71E2E2753C0CCB4FD2B2BA54340,Baltimore,MD,Cigar,3 months,"Floating, hovering gray object.",2015-05-22,May,USA,2015-05-15,true
4613,0101000020E61000000C3CF71E2E2753C0CCB4FD2B2BA54340,Baltimore,MD,Cigar,1 year,"((HOAX??)) Hovering Craft seen for nearly one year close to Baltimore, MD.",2015-05-22,May,USA,2015-05-15,true
4611,0101000020E61000000C3CF71E2E2753C0CCB4FD2B2BA54340,Baltimore,MD,Egg,15 minutes,"White egg shaped sphere hovering at a high altitude. I had to get binoculars to get a clearer picture. When it went behind some trees,",2015-05-22,May,USA,2015-05-15,true
4687,0101000020E6100000991249F4322856C0666B7D91D06A4340,Iola,IL,Fireball,30 seconds,"A very bright, pinkish colored object, slightly brighter than the northern star, was seen in broad daylight.",2015-05-13,May,USA,2015-05-09,true
4102,0101000020E61000009548A29751985DC0EA3E00A94D904740,Ritzville,WA,Disk,5-6 minutes,"Large disc-shaped craft seen from aircraft near Ritzville, Wa.",2015-07-03,June,USA,2015-06-22,true
4242,0101000020E6100000A1B94E232DC151C0ADC090D5AD0A4540,Brockton,MA,Circle,45 minutes,Fleets of ufos increasing by the numbers light spheres.,2015-06-15,June,USA,2015-06-12,true
4199,0101000020E610000061FD9FC37C8F51C0B6B9313D61DD4540,Falmouth,ME,Light,10 minutes,"White bright lights flashing in a row of lights, vanished, then came back with bright red lights.",2015-06-15,June,USA,2015-06-14,true
4461,0101000020E6100000E63FA4DFBE7A52C02497FF907E8B4540,Middle Grove,NY,Circle,2-3 minutes,2 star like objects travelling north to south on either side of Cassiopeia....no sound ..preceded by a meteor which dropped through c,2015-05-29,May,USA,2015-05-28,true
4572,0101000020E610000036C8242367455AC017D4B7CCE94A4440,Fort Collins,CO,Sphere,2 seconds,Black well-defined circular object moves much faster than jet to the west of Fort Collins on a bright morning.,2015-07-17,May,USA,2015-05-19,true
4066,0101000020E6100000261E5036E5085FC05CE674594C884540,Myrtle Point,OR,Rectangle,20 minutes,Large rectangular object with multiple lights moving very slowly.,2015-06-24,June,USA,2015-06-23,true
4376,0101000020E6100000AA436E861B5058C04FE960FD9F774040,Keller,TX,Circle,2 minutes,((NUFORC Note: Source of report provides no information about sighting. PD)),2015-06-05,June,USA,2015-06-03,true
4923,0101000020E61000004A0C022B877A5DC0825660C8EAEA4040,Anaheim,CA,Light,15-20 minutes,There where strange colored lights in the sky flashing quickly.,2015-04-23,April,USA,2015-04-20,true
4781,0101000020E61000004A0C022B877A5DC0825660C8EAEA4040,Anaheim,CA,Light,1 minute,Light in the sky.,2015-05-08,May,USA,2015-05-01,true
4357,0101000020E61000004A0C022B877A5DC0825660C8EAEA4040,Anaheim,CA,Oval,5-6 minutes,My wife and I saw what by all appearances was a UFO at Disneyland on the night of June 4th 2015.,2015-06-15,June,USA,2015-06-04,true
4767,0101000020E6100000E3C281902C4E54C00473F4F8BDD54140,Newton,NC,Cigar,20 minutes,"My husband and I just saw three (3) UFO”s over Newton NC. They are some distance away, but they are on 3 sides of my house. They are",2015-05-08,May,USA,2015-05-02,true
4478,0101000020E61000004777103B53905DC02EAD86C43D124140,Glendale,CA,Disk,10 minutes,UFO observed hovering from the local mall parking structure.,2015-06-24,May,USA,2015-05-26,true
4751,0101000020E6100000CD1E680586465AC036C8242367154440,Longmont,CO,,30 Seconds,"Sky howling. Frequency sweep heard, almost like a siren.",2015-05-08,May,USA,2015-05-04,true
4414,0101000020E6100000CD1E680586465AC036C8242367154440,Longmont,CO,Light,15 minutes,Orange lights over the front range 05/30/15.,2015-06-05,May,USA,2015-05-30,true
4758,0101000020E6100000374F75C8CD0C54C0BF823463D1AC4140,Albemarle,NC,Light,seconds,It wasa white fuzzy blip of light that suddenly appeared in the sky with the moon and it cast a reflection on lake,2015-05-08,May,USA,2015-05-03,true
4310,0101000020E6100000A31EA2D11DBA55C07C2C7DE882364440,West Lafayette,IN,Light,5 minutes,"Orange light moving slowly, not blinking, stopping for momments, then moving fast in different direction. Too high for a drone, not an",2015-06-15,June,USA,2015-06-07,true
4216,0101000020E61000006C5B94D920A55EC0C3F0113125AA4740,Gig Harbor,WA,Light,5 minutes,Amber lights the size of a large planet moving in a straight line one after another in a northerly direction. First there was one and I,2015-06-15,June,USA,2015-06-13,true
4197,0101000020E6100000E353008C67DA5EC00F7F4DD6A88F4540,Winston,OR,Light,5 minutes,It was a very bright glowing white light traveling from east to west at a high rate of speed. ((NUFORC Note: Overflight of ISS. PD)),2015-06-15,June,USA,2015-06-14,true
4550,0101000020E6100000C45F9335EAB751C0E197FA7953994540,Dover,NH,Unknown,2 seconds,"I was walking the dog at 2:00 am, looked up at the stars, and immediately, straight up was a bright strobe, like the size of a pencil",2015-10-29,May,USA,2015-05-21,true
4006,0101000020E6100000448655BC912954C0BF654E97C58C4440,Youngstown,OH,Light,10 minutes,"Two circular light hovering one another with a flashing light above. Top light flashing blue, green, red and white.",2015-07-03,June,USA,2015-06-29,true
3999,0101000020E6100000448655BC912954C0BF654E97C58C4440,Youngstown,OH,Light,10 minutes,"Two circular light hovering one another with a flashing light above. Top light flashing blue, green, red and white.",2015-07-03,June,USA,2015-06-29,true
4657,0101000020E61000004DDBBFB2D24253C0B6F81400E38D4140,New Bern,NC,Rectangle,3-4 minutes,"Strange lights seen above highway 70 New Bern, NC.",2015-05-13,May,USA,2015-05-11,true
4019,0101000020E6100000BAF770C9712355C0E622BE13B3A64040,Senoia,GA,Fireball,10-15 seconds,"Fireball with 2 long tails traveling high above tree tops traveling SW to NE; visible for approximately 10-15 seconds. ((Satellite))",2015-07-03,June,USA,2015-06-29,true
4668,0101000020E6100000C8B5A1629CB753C0A1A17F828B394340,Harrisonburg,VA,Other,1 minutes,"Saw a bright light a few hundred feet in sky. The object looked as if it were on fire because it was glowing so bright. Drove closer,",2015-05-13,May,USA,2015-05-10,true
4521,0101000020E6100000C8B5A1629CB753C0A1A17F828B394340,Harrisonburg,VA,Light,4-5 minutes,"Very bright, completely silent, slow moving and flying low over Harrisonburg, VA",2015-05-29,May,USA,2015-05-23,true
4819,0101000020E6100000A64412BD8C405AC059518369185A4440,Wellington,CO,Light,4 minutes,Silent Bright White Light Spotted in sky seems to disable phone and vehicle,2015-05-08,April,USA,2015-04-29,true
4943,0101000020E6100000919BE1067C885DC0DCF4673F52F84040,Downey,CA,Triangle,5 seconds,Objects with 3 flashing lights.,2015-04-23,April,USA,2015-04-18,true
4690,0101000020E6100000A4367172BF2552C05B99F04BFD0C4540,Springfield,MA,Light,15-30 seconds,Orange flashes of light in night sky.,2015-05-13,May,USA,2015-05-09,true
4855,0101000020E6100000CF49EF1B5FDF52C0E0F3C308E14D4440,Allentown,PA,Unknown,2 minutes,2 glowing objects that disappeared.,2015-04-30,April,USA,2015-04-26,true
4689,0101000020E6100000CF49EF1B5FDF52C0E0F3C308E14D4440,Allentown,PA,Light,5-10 seconds,"On 5/09/15 at approximately 0100, I was traveling westbound on I-78 near Allentown, Pa. While looking straight ahead down the roadway,",2015-05-13,May,USA,2015-05-09,true
4058,0101000020E6100000C49448A2979F58C05B94D920936C3D40,San Antonio,TX,Cigar,3 minutess,UFO flies into dark cloud and disappears.,2015-08-13,June,USA,2015-06-24,true
4062,0101000020E610000092AE997CB3F353C0DF37BEF6CCE64340,Smithfield,PA,Triangle,10 minutes,three individual lights in a triangle. one red. one green. one white.,2015-06-24,June,USA,2015-06-23,true
4438,0101000020E6100000355EBA490C0053C0FD4D2844C0894540,Minoa,NY,Cigar,5 minutes,Cigar or oval shaped craft with red lights on one end and green lights on the other with no wings.,2015-06-15,May,USA,2015-05-29,true
4194,0101000020E61000002F698CD6514F5DC0D15790662CD64740,Spokane Valley,WA,Triangle,4 minutes,"First saw a bright light in the sky, brighter than any visible star. Light disappears instantly.",2015-06-15,June,USA,2015-06-15,true
4193,0101000020E61000002F698CD6514F5DC0D15790662CD64740,Spokane Valley,WA,Flash,20 seconds,Flashes in the sky.,2015-06-19,June,USA,2015-06-15,true
4271,0101000020E6100000CB2DAD86C43B5AC0F3599E0777E74340,Commerce City,CO,Light,,"((HOAX??)) I was distracted by a very large bright light between some clouds to the west mountains; was over the city of Denver.",2015-06-15,June,USA,2015-06-10,true
4592,0101000020E6100000CBD6FA22A1A154C0D21DC4CE147A3C40,Spring Hill,FL,Rectangle,15-20 minutes,Large orange fire ball hovering slowly across sky.,2015-05-08,May,USA,2015-05-07,true
4281,0101000020E6100000CBD6FA22A1A154C0D21DC4CE147A3C40,Spring Hill,FL,Sphere,2 minutes,Red-Blue color changing spheres dance over Spring Hill,2015-06-15,June,USA,2015-06-08,true
4510,0101000020E6100000F180B229570054C09F8EC70C54FA4140,High Point,NC,Unknown,15 minutes,Red and white lights saw in the sky and attempted communication.,2015-05-29,May,USA,2015-05-24,true
4742,0101000020E6100000B8E4B8533A4254C0DC63E94317004140,Columbia,SC,Fireball,30 seconds,UFO bright like the North Star no doubt about what I saw.,2015-04-23,April,USA,2015-04-22,true
4623,0101000020E6100000B8E4B8533A4254C0DC63E94317004140,Columbia,SC,Cigar,North I-77,I was leaving Columbia South Carolina and heading I 77 up to Charlotte. When I notice the surrounding of my car was lit up in a really,2015-05-22,May,USA,2015-05-13,true
